"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"citA",1279.01349713415,-0.448824880998712,0.0976232841052463,-4.59751876934236,4.27552122292856e-06,2.55486965031033e-05
"ybjE",737.940400958785,0.54486590266705,0.118628156620737,4.59305714754573,4.36799383466721e-06,2.60638254783083e-05
"intZ",1357.4326663652,-0.400379956958415,0.0872086221218408,-4.59105931520208,4.41001972691184e-06,2.62768940461695e-05
"ndh",4260.47809984366,1.04200366634093,0.226994067963732,4.59044448028226,4.42303100540764e-06,2.6316718099414e-05
"ypdC",488.138503089375,-0.529144003639064,0.11531426659702,-4.58871238793222,4.45988399487553e-06,2.64980821924105e-05
"ycjM",122.012459502009,-0.750457162869499,0.164218307749172,-4.56987514458956,4.8801486649254e-06,2.89536922930453e-05
"pdxY",2287.03775957172,-0.639776763157431,0.140106127934105,-4.5663724534471,4.96236741762197e-06,2.93995528346008e-05
"glgS",563.601770487898,-0.692400489162962,0.151735113409305,-4.56321858273643,5.03753190382769e-06,2.98024113627587e-05
"metT",2494.16362278011,0.690942393301952,0.151460500753912,4.56186523788517,5.07011864755846e-06,2.99525901352211e-05
"cpdB",1171.10834519441,-0.47865255391164,0.105215911405192,-4.54924115106815,5.38397159462083e-06,3.17616139886922e-05
"fhuB",1546.74295590794,-0.729226922779101,0.160381660905522,-4.54682236523711,5.44619263789494e-06,3.20831659787607e-05
"rplK",61160.1954543162,0.455030694436479,0.100095879107402,4.54594832968334,5.46884526297611e-06,3.21710430674931e-05
"yfdZ",840.187251651802,-0.694944163482336,0.153224062581587,-4.53547668540834,5.7473527266094e-06,3.37616384039103e-05
"ugpE",66.0919286004712,1.00680892554421,0.222191271406261,4.53127127439373,5.86297930246244e-06,3.43922862044306e-05
"yedJ",1731.01207256687,0.503225169689848,0.111657864572444,4.50684930807854,6.57973269129312e-06,3.85424060043494e-05
"yeiE",1505.48176220274,-0.735167580279731,0.163226517351638,-4.50397148825985,6.66951585192863e-06,3.90133845684545e-05
"ribC",3807.09342561393,-0.400043204417223,0.0891441734084876,-4.48759788914184,7.20307186030741e-06,4.20752470042395e-05
"tgt",11732.0397358701,0.383201931139216,0.08543945905712,4.48506972502048,7.28900952295941e-06,4.25175183814701e-05
"yddA",30.3312057056652,1.49586164741899,0.333694709551898,4.48272509152963,7.36958422206132e-06,4.29273120161807e-05
"ybeA",8623.32026238404,0.409447449385018,0.0914225161920621,4.47862809337739,7.51242859430957e-06,4.36981685646622e-05
"cmr",910.631693206225,0.464473382168301,0.103719353768297,4.47817466358216,7.52839944273832e-06,4.37299068189227e-05
"lysQ",3546.7620556084,0.900866428165882,0.201533374280941,4.47006075981272,7.8197379448948e-06,4.53588425562308e-05
"yjdI",106.10857598448,-0.90639929636563,0.202930493603466,-4.46655049357328,7.94909070441211e-06,4.60449418379526e-05
"trmI",4065.76230993698,0.396808180330647,0.0889260359701846,4.46222724314046,8.1112140597814e-06,4.69186916197926e-05
"rygA",401.709581563736,0.918826531028164,0.20597612073413,4.46084006123295,8.16390026921967e-06,4.71578628051175e-05
"hdeD",1115.10276224837,-0.573012452610899,0.128592108289588,-4.45604679970316,8.34848146446269e-06,4.81571905834956e-05
"fecA",5568.21062297227,0.981025916309256,0.220318077053557,4.45277087304452,8.47691985880966e-06,4.88303458348883e-05
"gadA",830.816123753651,-0.482865175631883,0.108935651422757,-4.43257252630713,9.31153652156081e-06,5.3563873296226e-05
"ttcA",2793.24567881268,0.498786619239194,0.112547643937454,4.43178197063267,9.34574942664382e-06,5.36864252284691e-05
"dtd",1955.79653953416,-0.454638369412082,0.102722354597182,-4.42589513446136,9.60431758353817e-06,5.50956645930142e-05
"serS",21871.9991467171,-0.454411571685222,0.102770946291504,-4.42159567545784,9.79746640851794e-06,5.61262572906695e-05
"ubiB",5672.48661832195,-0.363553672638581,0.0824280046444732,-4.41056015133028,1.03103559754647e-05,5.8983178131991e-05
"yijE",885.096503245899,-0.39357400671116,0.0892517351558727,-4.40970706086338,1.03510544606681e-05,5.91346641509871e-05
"yjfZ",487.763019940182,0.589071019734852,0.133641431315625,4.40784728160855,1.04403116160775e-05,5.95627654475533e-05
"puuR",394.879306828624,0.552170413443208,0.125426153467641,4.40235467785165,1.07082313500714e-05,6.10075810752697e-05
"ysaB",240.96479361365,0.627199253062667,0.142490023814728,4.40170642316813,1.07402818061525e-05,6.11064733676995e-05
"ydhT",148.159312652213,-0.969599332835366,0.220311846478373,-4.40103130328285,1.07737578683818e-05,6.12131953204917e-05
"envC",5809.09854025708,-0.390727371822559,0.0887919835263619,-4.4004802720344,1.08011547699948e-05,6.12851332720444e-05
"ytfL",2987.86423014569,0.399438857471827,0.0908722124359013,4.39561056966209,1.10461817650175e-05,6.25900135704465e-05
"astC",46.0491471697884,1.12009149304106,0.255512065333506,4.38371272831702,1.16673607409179e-05,6.60198004373843e-05
"yidE",2397.33796704398,-0.384102616504821,0.0876295672512301,-4.38325360438693,1.16919872120156e-05,6.60692592592025e-05
"csrB",120851.868095457,-0.803761411187125,0.183874635503552,-4.37124679532864,1.23539057818305e-05,6.9714917430981e-05
"lsrB",48.2964526708782,-1.12278919969678,0.25695020164378,-4.36967627390051,1.24430862221735e-05,7.01230292656094e-05
"yheV",240.4014347732,0.610468022088565,0.139789461104438,4.36705326185125,1.25934026079214e-05,7.08741020924831e-05
"yeiC",31.8589192948306,-1.49586468719126,0.342670619380044,-4.36531351855483,1.26940557486921e-05,7.13440241335277e-05
"ybhG",670.411783717364,-0.696914753675146,0.159790437229055,-4.36142966851099,1.2921533321482e-05,7.25245034872382e-05
"aceF",45845.2675470281,0.901457994127645,0.207181964305112,4.35104473090182,1.35490405333754e-05,7.59440156041892e-05
"gmhB",1227.60004622083,-0.545729913438283,0.125481227027134,-4.34909608686144,1.36699811346775e-05,7.65187773070303e-05
"yegI",492.557540416407,0.552929280891625,0.127215430951689,4.34640103606303,1.38389446658694e-05,7.73604447114929e-05
"malY",624.244761533535,-0.565345227308197,0.130216912972383,-4.34156527292347,1.41471236547517e-05,7.8865624778325e-05
"queA",3499.08647692518,0.359702930808579,0.0828529765492322,4.34146057015633,1.41538681203507e-05,7.8865624778325e-05
"yqjH",1192.56965147017,0.529659880581482,0.122005283590026,4.34128641806446,1.41650929813438e-05,7.8865624778325e-05
"ydjK",40.4198402018429,-1.20112064229076,0.277328523531374,-4.33103896777814,1.48407412099491e-05,8.2516901994891e-05
"ycgZ",25.949453329636,1.57666444393672,0.364574750642278,4.3246671393427,1.52762346091383e-05,8.4824912869701e-05
"rplL",224492.309063234,0.480046071672048,0.111074487626854,4.32183917232842,1.54733963200337e-05,8.58051403933601e-05
"arpA",102.289965420321,0.821870553510041,0.190194757737364,4.32120508097781,1.55179360013626e-05,8.5937544380382e-05
"greA",6682.06105750801,0.530757821810212,0.123191832670315,4.30838481988185,1.64451078560431e-05,9.09510685814936e-05
"sbmC",351.154832079734,-0.639081059499477,0.148366066909178,-4.30746108468784,1.65139137846735e-05,9.12103153126919e-05
"ykfI",614.3405931236,0.514419825815234,0.119579373320436,4.30191103641885,1.69331301994058e-05,9.34017088850512e-05
"hha",1003.44055544142,0.506420237581848,0.11806863420839,4.2892021321092,1.79316124131697e-05,9.87782463925467e-05
"ybgF",9643.24087533227,0.423519589928847,0.0988955625167563,4.28249336118684,1.84810647802122e-05,0.000101670302144051
"ydgT",2316.98294961225,0.428415543549263,0.100097158150849,4.27999706948351,1.86895774320755e-05,0.000102681575350069
"ygjO",3433.91011544061,0.456006046282552,0.10662404140167,4.27676573020435,1.89628172111832e-05,0.000104045325569012
"ynjD",260.605563013349,-0.566286900281438,0.13245144811522,-4.27543004126934,1.90768699703387e-05,0.000104533204488325
"phoR",678.473358030817,0.408539255115553,0.0958147494719206,4.26384515293523,2.00938720762472e-05,0.000109961071006727
"feaR",94.1056687716038,0.793467167934501,0.186145722834301,4.26261294566951,2.02050316104575e-05,0.000110382814999075
"yaiL",1614.33085721951,-0.470839339294805,0.110463353528906,-4.26240308892664,2.02240214064187e-05,0.000110382814999075
"cca",6034.38478448861,0.354874621123931,0.0833282348733761,4.25875601065102,2.0556769602519e-05,0.000112051906653835
"artM",1964.9692786861,0.404799599868207,0.0951022097708535,4.25646891742644,2.07680894114796e-05,0.000113055607149664
"ryhA",176.063022608837,-0.645485766848407,0.152013580747078,-4.24623749849281,2.17390199215629e-05,0.000118186384122588
"hscC",356.203122858058,-0.529360745440768,0.125338054342099,-4.22346388109651,2.40575940172882e-05,0.000130620800937208
"glnQ",1869.64973479045,-0.717985639438302,0.170022507013588,-4.2228858522885,2.41193990558734e-05,0.000130785633211705
"rpoA",310127.582096356,0.37605937337344,0.0892130853751623,4.21529388645198,2.49453128904766e-05,0.000135087963947255
"valX",24575.7658897207,0.675889165275064,0.160700039073243,4.20590541964344,2.60038973996306e-05,0.000140637463309576
"ygiN",6482.90175876287,-0.496764504614102,0.118136442246605,-4.20500647528497,2.61074682336205e-05,0.000141014234264452
"yfeW",380.76163425916,-0.534007750462217,0.127146643134093,-4.19993589527201,2.66990561078805e-05,0.000144022534828372
"rbn",1202.95665925248,-0.413104043241894,0.0985577519123992,-4.19149214776197,2.77125781183206e-05,0.000149296130044165
"yebE",808.634099122431,-0.550711031149771,0.131851635471113,-4.17674782100389,2.95706545979448e-05,0.000159100067882086
"hslJ",1542.63264907653,0.404051464556714,0.0967600293195693,4.17580965402825,2.96928034534594e-05,0.000159550865068395
"pstC",1458.5355382923,0.435865164177395,0.10460717382488,4.1666852113514,3.090608057438e-05,0.000165855985946899
"ybhF",1254.80549052566,-0.469250585562046,0.112664546815048,-4.16502439167821,3.1131927902297e-05,0.000166852690909347
"yecA",2565.02519918112,-0.518411570721267,0.124565181283145,-4.16176948791879,3.15791038269682e-05,0.000169031522286179
"yifK",4154.60047137888,0.401144967550053,0.0963956270321318,4.16144362457789,3.16242072222841e-05,0.000169055369971053
"sdaA",6821.10208666513,0.360593690667776,0.0866712351511448,4.16047711837661,3.17583435521266e-05,0.000169554494009364
"yhhQ",663.511268015165,0.563298360115343,0.135440275812858,4.15901663470966,3.19620624873698e-05,0.000170423356262783
"yeaY",2788.13469455411,0.396581829615387,0.0953730963179477,4.15821489420132,3.20744223550266e-05,0.000170803486010955
"glmU",41950.0612272869,-0.35513342343781,0.0854218939800274,-4.15740516735492,3.21882823078741e-05,0.000171190621634844
"yghG",95.1905745614629,0.80499426602133,0.19389165454497,4.15177366922012,3.29908446846929e-05,0.000175234895330317
"glnH",3156.92572129719,-0.520408194776043,0.125439138207518,-4.14869076918495,3.3438213174751e-05,0.000177384602798201
"topA",19577.6607244802,0.491593902736941,0.118662277864043,4.14279846625043,3.43093423879857e-05,0.000181773955403354
"tonB",1326.95026681367,0.968867675599069,0.234005154748844,4.14036894460273,3.46747669161486e-05,0.000183476279394735
"hycI",811.629689443066,-0.6899034111675,0.167005468532768,-4.13102287744627,3.61152633963428e-05,0.000190855629562122
"yfjN",3873.19137395023,-0.390365308011689,0.094977495001316,-4.11008216216146,3.95518361764495e-05,0.000208751379007428
"yjbA",219.170389567458,0.568931503016456,0.138803563943155,4.09882489220129,4.15253040920747e-05,0.000218889403953027
"fur",9254.29261896705,0.441900161365009,0.108040322575083,4.09014107726222,4.31110881267788e-05,0.00022696077913832
"nanA",304.073577038839,-0.503450269784478,0.123232540637581,-4.08536793268829,4.40070259343414e-05,0.000231384602858314
"speC",2602.82261023404,0.364957442080344,0.0893571356394153,4.08425627644405,4.42182091470397e-05,0.000232201429094114
"lysZ",6136.07903466688,0.805144171691183,0.197288716593073,4.0810452092497,4.48336326994167e-05,0.000235136290538303
"fadL",8759.30344324597,0.564046753716142,0.138371352883245,4.07632607445903,4.57528484920345e-05,0.000239655033851853
"hyfG",236.303352684183,-0.575126039845767,0.141134533141535,-4.07501996176235,4.6010400161554e-05,0.000240459668105434
"ypfH",1140.43037877949,-0.418780457381249,0.102769198610139,-4.0749608155447,4.60220956508596e-05,0.000240459668105434
"hflC",15756.2598197555,0.320260621747795,0.0785995957728595,4.07458357258348,4.60967575000585e-05,0.000240547571446353
"yecO",1320.865859363,0.368781018508092,0.0905902136552977,4.07087039126909,4.6837804930224e-05,0.000244108309153887
"ygaU",1543.16923539003,-0.483407532818987,0.118799808690604,-4.06909352924927,4.71963999140314e-05,0.000245669370766529
"der",9229.4279597701,0.470487074324321,0.115734367361254,4.06523217823225,4.79846687135965e-05,0.00024946029647481
"yagH",219.103306373365,-0.619178793690048,0.1523885219206,-4.06315899574552,4.84130287118787e-05,0.000251373016744948
"ybeL",2064.11963921176,-0.588194675857494,0.144827389454089,-4.06134970791526,4.87898230114834e-05,0.000253013558484737
"gltA",1862.80556391094,0.612853209841275,0.150947031350149,4.06005473813956,4.90612128677719e-05,0.00025410409005861
"spr",15497.559625379,-0.368629019868553,0.0908467705689231,-4.05770086883698,4.95581873851243e-05,0.000256358832505885
"yhfW",118.752946634058,-0.677658907063767,0.167054444075723,-4.0565152924432,4.98103026003614e-05,0.000257342917409818
"ydfH",2433.89990401249,-0.315341505723844,0.0777941628790945,-4.05353684715317,5.04490494119454e-05,0.000260319598640547
"valW",539.366780518995,0.748683478694249,0.184790462444315,4.05152662529787,5.08845343269499e-05,0.000262241360924145
"thiD",641.184357963849,0.475818524826824,0.117826354399643,4.03830303713671,5.38392725699994e-05,0.00027656753831681
"yjdJ",238.202477603678,-0.657320013418654,0.162759201353082,-4.03860431824493,5.37701795526648e-05,0.00027656753831681
"yjeI",5381.66628868313,-0.424007317078933,0.10499919189397,-4.03819600351882,5.38638389123866e-05,0.00027656753831681
"lpxD",23006.8077861357,0.342712531973073,0.0848742316885715,4.03788670783596,5.39348881208608e-05,0.000276590875085894
"stpA",2370.414570136,0.491152684798602,0.121682390460712,4.03634973753396,5.42892689351274e-05,0.000278065356528565
"nrdB",6701.39727882268,0.581371999127464,0.144231236517155,4.03083280131428,5.55795714525091e-05,0.000284324031575628
"secG",45264.780830926,0.596522065995142,0.148046682549803,4.02928357273032,5.59470971911818e-05,0.000285852551865019
"yghD",317.824272318693,0.487976614631295,0.121312618604004,4.02247202514174,5.75904961723607e-05,0.000293888188442758
"glgX",2812.46861009138,-0.486410280906946,0.12107532051687,-4.01741889949547,5.88390753999173e-05,0.000299891807093451
"serX",129.934608861528,0.723842409011674,0.180274014657738,4.01523431086803,5.93867657397825e-05,0.000302312801360778
"yejM",8982.13365702485,0.353448396073559,0.0880442146436569,4.0144420335178,5.9586584961725e-05,0.000302959177085348
"sseB",1739.39872253233,0.666003761395055,0.165990324780942,4.01230470675916,6.01288175541514e-05,0.000304970429521605
"wcaE",139.235947214264,0.701484319690936,0.174829517547901,4.01239063934805,6.01069268923298e-05,0.000304970429521605
"yffB",571.740005858857,0.439272133142819,0.109492462102229,4.01189383003084,6.02335896003137e-05,0.000305129718815718
"metU",6337.85423838089,0.750254073237395,0.187197507912704,4.00782083908543,6.12815795889232e-05,0.000310060936143956
"chaC",780.329157993072,-0.439247101249234,0.109698976882496,-4.00411301665769,6.22506013502315e-05,0.000314581106944852
"fabB",7595.30498923794,-0.664936666449273,0.166075796660406,-4.00381440173938,6.23292708975857e-05,0.000314596404930897
"potF",174.018693412909,0.664883319598701,0.166118019087458,4.00247560891425,6.26831317245805e-05,0.000315998963445491
"aroK",11834.0177831351,0.373361610768814,0.0934842683305882,3.99384428456451,6.50105669849599e-05,0.000326939477739357
"yfbR",774.292944907653,-0.416539447292458,0.104292607271396,-3.99394988954984,6.49816027282646e-05,0.000326939477739357
"tnpR",244.413891366532,-0.726294118818476,0.182067600873212,-3.98914532478654,6.63117884819787e-05,0.000333080589730132
"rnpA",11405.7260131052,0.485555762998287,0.121739991706356,3.98846555016593,6.65020579095134e-05,0.000333633364108162
"tolB",16430.6348135681,0.33670876050027,0.0844784939454924,3.98573346628933,6.72719937882142e-05,0.000337089424295401
"narL",1269.66279442358,-0.451193239858201,0.11352102613416,-3.97453454415553,7.05170272663959e-05,0.000352924568472853
"serW",227.39413469833,0.623607607027423,0.156979466786189,3.97254252288163,7.11095369702084e-05,0.000355462216657568
"ygeQ",889.051431353419,0.516930378302065,0.130193401915754,3.97048061342281,7.1727792734246e-05,0.000358122316904837
"ecnA",1129.74357209399,0.414711334471867,0.104470187029669,3.96966202763753,7.19746497764723e-05,0.000358923942950058
"recF",3770.72763111957,0.311083380108254,0.078377667643354,3.96903084082309,7.21655422862239e-05,0.000359444898644797
"fepC",370.177531275074,1.16799124646311,0.294420687118275,3.96708280893965,7.27577181313425e-05,0.000361960944627097
"yjdP",617.331760652627,0.473585793502073,0.11942484635402,3.96555497419848,7.3225372453231e-05,0.000363852238988038
"entS",970.646069223867,1.82434495241546,0.460829927166859,3.95882481771826,7.53194553010348e-05,0.000373810995939145
"glyX",5698.69592227487,0.757266963176691,0.19152431763089,3.9538945891775,7.68892942898118e-05,0.000381147288380605
"dam",3793.16418886833,0.339567196450189,0.0858910045681369,3.95346635142464,7.70271004341243e-05,0.000381375846078003
"leuU",7358.19340629484,0.781336610374153,0.197842208442284,3.94929179433463,7.83827551395399e-05,0.000387626490636559
"ydgI",1024.18474778354,0.768115644823085,0.194566775423011,3.94782533221877,7.88643079599872e-05,0.000389544723047015
"ymgA",22.7210948219683,1.47332928601481,0.37347450928567,3.94492595714977,7.98246400635847e-05,0.000393820495877164
"ygjH",43.0656425641384,-1.10059215486716,0.279020930110361,-3.94447884046491,7.99737144084844e-05,0.000394088481309107
"fhuF",2977.82156660241,2.25192375207289,0.57109652336718,3.94315787250038,8.04156806150083e-05,0.000395797415003337
"srmB",5751.22538043867,0.427106977975381,0.108408635507726,3.93978741615045,8.15538437228368e-05,0.000400924865299383
"rseC",1925.40725568827,0.483672226478203,0.122833260165239,3.9376324118366,8.22895249029874e-05,0.000404063912717266
"yciU",1639.47339574349,-0.386081732855623,0.0981731283710547,-3.93266201517375,8.40103204125384e-05,0.000412027031362909
"cydA",29074.1340278154,-0.596127501677212,0.151795491754843,-3.9271752723723,8.5949347903067e-05,0.000421040445145884
"trmD",130027.116525127,0.358997006743236,0.0914326952882586,3.92635266423494,8.62436793931634e-05,0.000421985250113137
"rpmA",75956.77328677,0.340788384366091,0.0868677693120233,3.92307051355263,8.74275494328885e-05,0.000427275179895868
"ampG",4059.23309052544,0.317260854323917,0.0810069865568638,3.9164628609066,8.98576510794522e-05,0.000438636116008734
"valY",8328.27986154493,0.722531561284705,0.184609115724371,3.9138455240936,9.08377607134638e-05,0.000442900641040206
"cvpA",2120.49411015483,0.469822968682157,0.120161384216375,3.90993305999326,9.23217019002025e-05,0.000449608850354733
"yieG",6116.90077009466,0.527114243302109,0.134937697203278,3.90635274076178,9.36997017345316e-05,0.000455786034519201
"asnS",25302.7551396885,0.31798096120608,0.0814918524283997,3.90199696939597,9.54023524013006e-05,0.000463526149108656
"emtA",1527.04474178585,0.419173091122469,0.10768424904007,3.89261284597428,9.91703453307704e-05,0.000481271255811755
"valT",24594.3639149196,0.676533520655782,0.173873952588846,3.8909423210477,9.98556697800694e-05,0.000484032320064462
"rrmA",1722.91055324323,0.386875819683525,0.0994501959860858,3.89014637776735,0.000100183771787928,0.000485057400309652
"leuP",3774.55980539207,0.619825359438606,0.159491282185946,3.88626482239933,0.000101798452662643,0.000492302051888291
"yaiY",293.983249658062,0.501808943977303,0.129275257351764,3.88170910858726,0.000103724906573166,0.000501035872750056
"yqeG",2765.63035276096,0.479871666503311,0.123725457820107,3.87852003102733,0.000105093874412277,0.000507059656242063
"hycH",189.503765640665,-0.632454118565386,0.163133635407054,-3.87690813722919,0.000105792278058718,0.000509837873054703
"rplX",73506.4542086206,0.445521211018042,0.115351397507446,3.86229573845679,0.000112326472454726,0.000540701156179634
"yceN",1687.09563392723,0.380955362203318,0.0987693927611216,3.85701836929054,0.000114778539781739,0.000551865834626882
"yhfX",74.3466755918985,-0.853526391806499,0.221418116304979,-3.85481732953984,0.000115816072343716,0.000556211368218842
"ydhC",372.277426344126,0.56716296191655,0.147351123609484,3.84905759809249,0.000118573126542955,0.000568795424789101
"hdeB",1911.93743652735,-0.429145488184948,0.111535083349361,-3.84762780730379,0.000119267061153449,0.000571465100618889
"valZ",12174.5357340002,0.7019728959025,0.182609456645789,3.84412126730178,0.000120985171945125,0.000579030299332308
"def",5633.3204471115,0.308077818780732,0.0801939056685416,3.84166123613037,0.000122204420625015,0.000584193316528088
"fmt",9119.26408336937,0.38292626194953,0.0999155382077587,3.83249961735977,0.00012684779669939,0.000605694588372862
"rydB",205.416093920716,-0.630181491090852,0.164565147804458,-3.82937395614079,0.000128469662170841,0.000612735464413448
"exuT",915.990699381115,-0.450491442638296,0.117697236727121,-3.82754476796047,0.000129427849036439,0.000616598423989175
"tesB",1303.12904282722,0.359067677766756,0.0939188447396843,3.82316966059353,0.000131747059828352,0.000626929086757569
"ykfG",312.348562907768,0.511756014938788,0.133907178509251,3.82172203638383,0.00013252301752036,0.000629900834133915
"bglJ",400.669993067813,1.69382251941416,0.443347986989248,3.82052601821159,0.000133167355530942,0.000631519990482539
"yceJ",59.5053206412966,0.886198111017536,0.231943964801477,3.82074227185019,0.000133050633735182,0.000631519990482539
"gltW",54774.5566855933,0.632671775570637,0.165796553062848,3.81595252665363,0.000135658586915777,0.000642601438476896
"ygbA",120.829747252382,-0.678795758659894,0.17790856428697,-3.81541923729419,0.000135951917098251,0.000643258274415959
"pheV",80.1803575815731,-0.871697964752045,0.228507941883871,-3.81473815555631,0.000136327407828161,0.000644301919496959
"hisM",123.614909211731,0.744474235473622,0.195511756997444,3.80782336012333,0.00014019535433297,0.00066183028225973
"bcr",3118.04385789017,0.295183768342226,0.0776868791715835,3.79966052813457,0.000144894431284764,0.000683238026885867
"lysT",14370.8999885485,0.65557877658874,0.172844457967153,3.79288282829019,0.000148908430511686,0.000701370512455381
"rpsQ",87850.1616278794,0.390872574390752,0.103076540616199,3.79206143370826,0.000149401941673224,0.000702898954093821
"arcB",5175.59671662512,-0.35113515515243,0.0928176542560203,-3.78306430998449,0.000154909369110678,0.000727986515402609
"hcaR",156.124190226449,0.710659191544224,0.188118920709074,3.77771246435789,0.000158275463333601,0.00074296574718335
"yfjH",350.937474080828,-0.471859332635044,0.12496165567584,-3.77603297654028,0.000159345904200282,0.00074714725543289
"yjjZ",643.183385053149,0.65708439745827,0.174456961311006,3.76645559179997,0.000165581519741995,0.000775510743926754
"thrL",1501.43625904316,0.504116403209899,0.133896800388101,3.76496228250947,0.00016657422439205,0.000779282563831876
"rpmG",61327.3482654028,0.431942359049076,0.114804083941141,3.76243025701532,0.000168270240798143,0.000786332507280311
"ycaO",5673.3498272584,0.659076817157413,0.175801332044333,3.74898648089428,0.000177550655148919,0.000828768995246191
"yhdA",4261.00980228546,0.331218587460634,0.0883852855083483,3.74744037489532,0.000178648284574561,0.000832957640746189
"tyrV",2942.13143665006,0.689603145506098,0.18403928282273,3.74704321234687,0.000178931271054077,0.000833342840217139
"yajI",498.201464377687,0.504512804067397,0.134726368945695,3.74472204673426,0.000180593597331703,0.000840144039488315
"ybaA",336.172644668988,0.685222609632587,0.183432476616837,3.73555775002653,0.000187299588220532,0.000870367583697422
"pstB",1878.52524200383,0.420413096839909,0.112746705580388,3.72882821432115,0.000192372232558652,0.000892942092869903
"puuP",256.363667733629,0.521087138734896,0.139768463212943,3.72821684345917,0.000192839418693296,0.000894112756237926
"thiS",84.02660322606,0.744406255367781,0.199958349677028,3.72280655731627,0.000197020470747712,0.000912481222538679
"yhhY",383.811124999642,-0.471408944617947,0.126730709455312,-3.7197688440636,0.000199405193338427,0.00092249855294162
"ycgR",247.12768548543,0.525873095581534,0.14156351392646,3.71475022762373,0.000203404505695933,0.000939954821321538
"aroB",16709.0209895424,0.314934832532786,0.0848013230975887,3.71379621247609,0.000204173229070914,0.000942459999673618
"ybhR",402.913017498943,-0.475135996500311,0.128012288973146,-3.71164362665199,0.000205917770312618,0.000949458987505742
"yliF",430.322249765269,0.632646550494214,0.170466877551053,3.71125792636603,0.000206231832551392,0.000949854032758849
"yedI",974.311246830223,-0.574835558266457,0.154934948689981,-3.7101736123893,0.000207117163543817,0.000952876419445502
"ycgV",598.225016612826,-0.489697247122343,0.132120492734857,-3.70644429933424,0.000210189436636885,0.00096594239444509
"ykgH",53.2883706710766,0.940004146368629,0.254422819818545,3.69465343965232,0.00022018689720665,0.0010107696528504
"yihX",1729.02830347927,-0.368151732427827,0.0996536872341015,-3.69431119556052,0.000220483646719458,0.00101101597211271
"yeeE",4026.56486640094,1.93359103175569,0.523859502198247,3.69104888551578,0.000223331205718916,0.00102294546760459
"nusG",31940.956299271,0.306115002212446,0.0830395987010872,3.6863738144298,0.000227472150887322,0.00104076641973638
"ampE",1193.95985841779,-0.356716221714726,0.0968305724590004,-3.68392143778521,0.000229673054874203,0.00104968157716682
"yoaC",596.134371887155,-0.4392577798286,0.119462687179846,-3.67694541449009,0.000236043525119324,0.00107761253674124
"yhcN",7577.96080281599,0.580910126109571,0.158071523867082,3.67498276664962,0.00023786546980199,0.00108473957116938
"mngB",421.29385715122,-0.426595104208924,0.116178901529758,-3.67188102651888,0.000240771771189357,0.00109679057653509
"ydbJ",568.429497228065,-0.508899474344938,0.138875385550536,-3.66443248620004,0.00024788761490645,0.0011279700113741
"cld",14976.0296752896,0.273689701216485,0.0747822362633482,3.65982237081915,0.000252390143509562,0.00114692060052563
"yfcL",3935.75016840646,0.575836881117961,0.157349440741896,3.65960551497937,0.000252603815840701,0.00114692060052563
"rlmB",3225.98852568653,0.344395170126705,0.0941441349919866,3.65816914835979,0.000254023385093429,0.00115210824275199
"htrC",757.922801587744,0.411582081227989,0.112528234317826,3.65758943720303,0.000254598433149639,0.00115345847872478
"pta",33297.371526625,-0.6235830949091,0.170560445383275,-3.65608270726437,0.000256098758171792,0.0011585632116394
"rplA",188261.876649616,0.385952272361267,0.105569732463421,3.65589893386341,0.00025628231659251,0.0011585632116394
"eamA",526.390994570987,0.439667476850537,0.120349859907871,3.6532446085696,0.000258947334118143,0.00116800307319107
"nadR",3065.53852729849,-0.364728607577115,0.0998440904833793,-3.65298142144757,0.000259212992679817,0.00116800307319107
"yciA",2077.74344204886,0.59705639326349,0.163428590037583,3.65331667565746,0.000258874634824744,0.00116800307319107
"bssS",3826.94034431129,-0.330773473003873,0.0905748411800645,-3.65193544580762,0.000260271318517143,0.00117150261224329
"rpsP",35159.6547622376,0.309547568029499,0.0848524568763681,3.64806841692889,0.00026421928659276,0.00118798704101545
"yqhD",1640.66751191778,-0.627886024443552,0.172138877438224,-3.64755500783885,0.000264747643433862,0.00118907715879204
"yjbG",80.7155513348776,0.740937685114384,0.203212542778691,3.64612181405211,0.00026622781077898,0.00119443523735682
"glgC",2121.14434752671,-0.428489103224531,0.117553380873411,-3.64505980211623,0.000267329630930735,0.00119657882109541
"ybiB",1416.95507591232,-0.390856978638004,0.107236000041499,-3.64482989375534,0.000267568719312029,0.00119657882109541
"yecP",1937.67509990133,0.314226249267105,0.0862033697150515,3.64517362030964,0.000267211342213238,0.00119657882109541
"speD",6997.0683181757,0.66497250711287,0.182557915457715,3.64252903220127,0.000269972517972646,0.00120603190359639
"icd",14218.3099084099,0.844225656360415,0.232000054574974,3.63890283520425,0.00027380207380384,0.00122182706539718
"caiE",196.014609620026,-0.682572513395064,0.187817949007752,-3.63422408242192,0.000278818459815505,0.00124287885784854
"diaA",2577.62195804773,0.276227835210269,0.0761314572075086,3.62830090664579,0.00028529263258535,0.00127037693674783
"yibT",1603.39443575005,-0.361076410437583,0.0997103142726368,-3.62125436141236,0.000293178088596458,0.00130409376521141
"ybeB",7903.79757870983,0.364968926319031,0.10096981864028,3.61463387013981,0.00030077237192198,0.00133644475942683
